Page/group,Date of obs,Date of pub,Period of obs,Brief description,Content Type,Strategies,Calls to action,Engagement metrics,Like ,Heart,Haha,Angry,Surprised,Sad,Cares (new),Comments (No.),,Shares,"Fact checking, if possible"
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),3rd April,3rd April,10-6pm,"unclear video of drunk/unwell Muslim man standing in line, no caption",C3,-,-,,,,1,5,,,,2,,,
Vishwa Hindu Parishad,,,10-6pm,NO NEW POSTS,,-,-,,,,,,,,,,,,
SurySagarji GuruDev,3rd April,3rd April,10-6pm,"FB live about pujari beaten in MP by Rewa SP Abed Khan, asking for latter to be suspended",C3,S4,-,,322,21,,3,1,5,,66,,166,
SurySagarji GuruDev,3rd April,3rd April,10-6pm,"FB live supporting Modi's idea for lighting diyas to fight coronavirus, glorifies hindu tradition as opp. to coronajihad, asks for military rule to fight muslims spitting at cops",C3,"S1, S4",A4,,460,47,,,1,,,106,,82,
Amit Prajapati Hindu,3rd April,3rd April,10-6pm,"man describing to cop how Muslims used a ladder to enter masjid for namaaz despite lockdown, captions it jihad",C3,S1,-,,29,,,1,,,,2,,3,
Amit Prajapati Hindu,3rd April,3rd April,10-6pm,pictures of HRD distributing rations,C4,-,-,,12,,,,,,,,,1,
Amit Prajapati Hindu,3rd April,3rd April,10-6pm,"claims to have forcefully stopped a Namaaz gathering at a Lakshmi garden (no further detail), comments praising the action",C5,S4,-,,211,10,,3,3,,,58,,12,
Amit Prajapati Hindu,3rd April,3rd April,10-6pm,HRD distributing food,C3,-,-,,71,9,,,,,,12,,17,
Amit Prajapati Hindu,3rd April,3rd April,10-6pm,Amit Prajapati and HRD distributing food to a person who didn't have any,C4,-,-,,13,1,,,,,,1,,,
Amit Prajapati Hindu,3rd April,3rd April,10-6pm,content unavailable,Content unavailable,,,,5,1,,,,,,,,,
We Support Narendra Modi,4th April,4th April,10:30am-6:30pm,tiktok video of Army soldiers eating food,C3,-,-,,93,14,,,,10,,11,,,
We Support Narendra Modi,4th April,4th April,10:30am-6:30pm,picture asking people to comment 'har har mahadev',C4,-,-,,1.3k,,,,,,,442,,,
We Support Narendra Modi,4th April,4th April,10:30am-6:30pm,"video of manual scavengers cleaning a drain, captioned as 'real heroes'",C3,-,-,,58,13,,,,14,,5,,,
We Support Narendra Modi,4th April,4th April,10:30am-6:30pm,"video of maulana saying namaaz can be read at home, avoid mosques; caption praising",C3,-,-,,20,,,,,,,3,,,
We Support Narendra Modi,4th April,4th April,10:30am-6:30pm,video of nurse with 7 month old covid positive baby,C3,-,-,,747,80,1,3,1,126,,58,,,
We Support Narendra Modi,4th April,4th April,10:30am-6:30pm,"tiktok about how India & media is communalizing covid-19 and spreading anti muslim messages, comments islamophobic",C3,S1 (comments),-,,2,,4,,,,,8,,,
We Support Narendra Modi,4th April,4th April,10:30am-6:30pm,"""switching off lights for 9 minutes will save 7200 crore electricity and so it is your duty""",C5,-,-,,610,,,,,,,53,,,
We Support Narendra Modi,4th April,4th April,10:30am-6:30pm,"video of Muslim man warning media against villainising the Jamaat, comments inciting violence against him",C3,S1 (comments),A1 (comments),,20,,14,10,,,,54,,,
We Support Narendra Modi,4th April,4th April,10:30am-6:30pm,screenshot of tweet making fun of shehla rashid,C4,-,-,,67,2,140,,1,,,33,,,
We Support Narendra Modi,4th April,4th April,10:30am-6:30pm,content unavailable,Content unavailable,,,,2,,,,,,,4,,,
We Support Narendra Modi,4th April,4th April,10:30am-6:30pm,"shared Muslim persons post about biased media coverage of muslim community, comments islamophobic, derogatory",C4,S1 (comments),-,,12,,2,,,,,26,,,
Rashtriya Swayamsevak Sangh,4th April,4th April,10:30am-6:30pm,video of nurse with 7 month old covid positive baby,C3,-,-,,24,,,,,3,,1,,,
Rashtriya Swayamsevak Sangh,4th April,4th April,10:30am-6:30pm,"video of Indore police beating people in the locality where healthworkers were attacked, caption praising it",C3,S4,-,,21,,,,,,,3,,,
Rashtriya Swayamsevak Sangh,4th April,4th April,10:30am-6:30pm,"praising Ramanand Sagar's family as true patriotic for not taking money to retelecast ramayana, picture is of Ramayan",C4,-,-,,7,,,,,,,,,,
Rashtriya Swayamsevak Sangh,4th April,4th April,10:30am-6:30pm,"video of Muslim man apparently caught lying to Hindu girl about his name, posted as proof of love jihad",C3,S2,-,,,,,,,,,,,,
Rashtriya Swayamsevak Sangh,4th April,4th April,10:30am-6:30pm,"Muslim gathering driven out of a masjid in south india, speaking in south indian lang. caption mocking but benign",C3,-,-,,4,,4,1,,,,1,,,
Rashtriya Swayamsevak Sangh,4th April,4th April,10:30am-6:30pm,"video of maulana saying Muslims shouldn't acknowledge Hindu festivals like Diwali, comments derogatory",C3,S1 (comments),-,,5,,,6,,,,3,,,
Rashtriya Swayamsevak Sangh,4th April,4th April,10:30am-6:30pm,"video of Muslim man and woman in a scuffle with Hyderabad police, reason unclear. Most of the speech not in eng/hindi, threatening the woman at the end",C3,S1,-,,13,,1,12,,,,6,,,
Rashtriya Swayamsevak Sangh,4th April,4th April,10:30am-6:30pm,"asking for Hindu consolidation through ghar wapsi, mass marriages, advertising free services for this at dharm jagran and bharat vikas parishad",C5,-,A1,,,,,,,,,,,,
Rashtriya Swayamsevak Sangh,4th April,4th April,10:30am-6:30pm,"video of Muslim boy in Bihar abusing Modi, caption calling him a terrorist and asking for his arrest",C3,S1 (both post and subject),-,,,,,,,,,6,,,
Rashtriya Swayamsevak Sangh,4th April,4th April,10:30am-6:30pm,"video of Muslim man and woman in a scuffle with Hyderabad police, reason unclear. Most of the speech not in eng/hindi, threatening the woman at the end",C3,S1,-,,,,,,,,,,,,
Rashtriya Swayamsevak Sangh,4th April,4th April,10:30am-6:30pm,"scuffle between police and apparent Muslim crowd, location/speech unclear",C3,-,-,,,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),4th April,4th April,10:30am-6:30pm,poking fun at the idea of Islam being in danger if masjid gatherings are restricted -benign,C5,S3,-,,74,1,42,,1,,,27,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),4th April,4th April,10:30am-6:30pm,speech by Narsinhanand Saraswati talking about Hindu superiority,C3,"S4, S2",-,,36,,,,,,,2,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),4th April,4th April,10:30am-6:30pm,shared a post asking for masjids to be banned in the hills so that Uttarakhand doesn't become Delhi,C4,S1,A4,,11,,,,,,,5,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),4th April,4th April,10:30am-6:30pm,News1 India coverage of Tablighi Jamaat & ajay bisht's take on the incident ,C3,S1,-,,20,,,,,,,1,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),4th April,4th April,10:30am-6:30pm,tiktok -clip of Modi's speech where he says recognize the rioters by their clothes,C3,S2,-,,1,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),4th April,4th April,10:30am-6:30pm,"video of Muslim boy being beaten by Hindu women, accusing him of love jihad and using islamophobic slurs",C3,"S1, S2, S4",-,,6,,,,,,,2,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),4th April,4th April,10:30am-6:30pm,content unavailable,Content unavailable,,,,1,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),4th April,4th April,10:30am-6:30pm,content unavailable,Content unavailable,,,,5,1,,,,,,1,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),4th April,4th April,10:30am-6:30pm,"unclear context: video of UP police shooting at 3 men, carrying them away, laughing afterward. Captioned as enforcing lockdown",C3,S4,-,,45,7,,,,,,3,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),4th April,4th April,10:30am-6:30pm,"video of Muslim man apparently caught lying to Hindu girl about his name, posted as proof of love jihad",C3,S2,-,,8,,,,,,,1,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),4th April,4th April,10:30am-6:30pm,"clip of Capital TV coverage of Tablighi Jamaat - Islamophobic speech, slurs",C3,"S1, S2",-,,6,,,,,,,,,,
Vishwa Hindu Parishad,4th April,,10:30am-6:30pm,NO NEW POSTS,,-,-,,,,,,,,,,,,
SurySagarji GuruDev,4th April,4th April,10:30am-6:30pm,Urging everyone to light candles to fight coronavirus on 5th apr as per Modi's instructions,C5,-,-,,98,12,1,,,,,21,,11,
SurySagarji GuruDev,4th April,4th April,10:30am-6:30pm,"""If a doctor, soldier or policeman dies from coronavirus I will beg India for alms for their families""",C5,-,-,,381,43,,,1,,,48,,21,
SurySagarji GuruDev,4th April,4th April,10:30am-6:30pm,"""the inverted moon is a symbol of destruction for unethical people, Hindus don't worry God is with us""",C5,S4,-,,544,38,,,,,,55,,45,
SurySagarji GuruDev,4th April,3rd April,10:30am-6:30pm,video of policeman singing a song about coronavirus tips and quarantine,C3,-,-,,135,9,,,,,,11,,19,
SurySagarji GuruDev,4th April,3rd April,10:30am-6:30pm,mockingly asking about where Muslims came from considering no sign of them in Ramayana and Mahabharat,C5,-,-,,486,16,102,,2,,,88,,63,
SurySagarji GuruDev,4th April,3rd April,10:30am-6:30pm,"unclear context: video of a group of people being forced to bend, hold their face to their knees and walk around a tree",C3,-,-,,58,2,18,,,,,15,,11,
Amit Prajapati Hindu,4th April,4th April,10:30am-6:30pm,"video of HRD packing food to distribute, comparing against Muslim coronajihad, urges people to help the poor ",C3,S4,-,,152,23,1,,,,,51,,20,
Amit Prajapati Hindu,4th April,4th April,10:30am-6:30pm,"""bharat news"" clip: tablighi jamaat, corona jihad, ghaziabad incident of jamaatis harassing female doctors (latter false news)",C3,"S1, S2",-,,5,,,,,2,,,,7,
Amit Prajapati Hindu,4th April,4th April,10:30am-6:30pm,shared Suresh Chavhanke's FB live about burning dead bodies of covid victims,C3,-,-,,,,,,,,,,,,
Amit Prajapati Hindu,4th April,4th April,10:30am-6:30pm,link to youtube channel Taranhar - devotional bhajan channel - video on coronavirus -benign,C3/C6,-,-,,21,1,,,,,,,,3,
Amit Prajapati Hindu,4th April,3rd April,10:30am-6:30pm,tiktok video of HRD distributing rations,C3,-,-,,9,1,,,,,,,,,
We Support Narendra Modi,6th April,5th April,11:30am-7:30pm,"asking people whether they'd want BJP or RJD, comments pro BJP",C4,S5,-,,15,,,,,,,14,,,
We Support Narendra Modi,6th April,6th April,11:30am-7:30pm,post claiming to support female police officers by being their brother,C2,-,-,,217,,,,,,,93,,,
We Support Narendra Modi,6th April,6th April,11:30am-7:30pm,"link to YT video ""Pm Modi war against Corona""",C6,-,-,,2,,,,,,,1,,,
We Support Narendra Modi,6th April,5th April,11:30am-7:30pm,"asking where people stand on Modi's 5th apr diya instructions - support or against, comments all support",C4,S5,-,,1k,,,,,,,1k,,,
We Support Narendra Modi,6th April,6th April,11:30am-7:30pm,video of police marching in bangalore with people throwing flowers from balconies and vande mataram added as the score,C3,-,-,,98,18,,,,,,2,,,
We Support Narendra Modi,6th April,6th April,11:30am-7:30pm,pictures of an acid attack on female police officer in 2019 april,C4,-,-,,38,,,21,,16,,28,,,
We Support Narendra Modi,6th April,6th April,11:30am-7:30pm,tiktok video of men on a bike chased by cops during lockdown,C3,-,-,,3,,2,,,,,,,,
We Support Narendra Modi,6th April,6th April,11:30am-7:30pm,video of man headbanging at concert with caption likening it to the feeling of watching Ramayan,C3,-,-,,252,32,111,,7,,,6,,,
We Support Narendra Modi,6th April,6th April,11:30am-7:30pm,Fb live of family (with no ration or water) being harassed by landlord and police ,C3,-,-,,1,,,,,,,,,,
We Support Narendra Modi,6th April,6th April,11:30am-7:30pm,video of police marching in bangalore with people throwing flowers from balconies and vande mataram added as the score,C3,-,-,,3,,,,,,,,,,
We Support Narendra Modi,6th April,6th April,11:30am-7:30pm,video apparently in dubai of people lighting diyas on 5th apr and chanting Modi's name,C3,-,-,,9,,,,,,,,,,
Rashtriya Swayamsevak Sangh,6th April,6th April,11:30am-7:30pm,picture of Jyotiraditya Scindia with diyas on 5th apr,C4,-,-,,663,,,,,,,29,,,
Rashtriya Swayamsevak Sangh,6th April,6th April,11:30am-7:30pm,video of young girl saying Modi is the son of the nation,C3,-,-,,83,7,1,,2,,,4,,,
Rashtriya Swayamsevak Sangh,6th April,6th April,11:30am-7:30pm,video of people in a car without masks - caption shaming (benign),C3,-,-,,21,,22,4,,,,8,,,
Rashtriya Swayamsevak Sangh,6th April,6th April,11:30am-7:30pm,praising Modi's diya instructions as having won against coronavirus,C4,-,-,,,,,,,,,,,,
Rashtriya Swayamsevak Sangh,6th April,6th April,11:30am-7:30pm,picture of article on a maulana's son having spit on a merchant's son ,C4,S2,-,,,,,,,,,,,,
Rashtriya Swayamsevak Sangh,6th April,6th April,11:30am-7:30pm,"video of police and non police men beating up Muslims who had gathered for namaaz, caption mocking",C3,"S1, S3",-,,95,20,31,,2,,,15,,,
Rashtriya Swayamsevak Sangh,6th April,6th April,11:30am-7:30pm,"shared video of pakistan news channel discussing the sad economic state during covid, mentioning that india is ahead - caption mocking",C3,-,-,,6,,2,,,,,,,,
Rashtriya Swayamsevak Sangh,6th April,6th April,11:30am-7:30pm,"video of Muslim ""caught spreading coronajihad"", beaten and interrogated by the group who captured him - he also mentions that the others who got away planned to spread the virus, not him",C3,S1,-,,1,2,,,,,,,,,
Rashtriya Swayamsevak Sangh,6th April,6th April,11:30am-7:30pm,video of hospital in Allahabad where apparently a man touched the mouths of all patients inside and ran (no religious element mentioned),C3,-,-,,1,,,,,,,,,,
Rashtriya Swayamsevak Sangh,6th April,6th April,11:30am-7:30pm,"BJP live: history of BJP values and vision for new India: anti Nehru, anti cong",C3,-,-,,,,,,,,,,,,
Rashtriya Swayamsevak Sangh,6th April,6th April,11:30am-7:30pm,"video of Mukesh and Nita Ambani lighting diyas and praying on 5th apr, caption ""mota bhai""",C3,-,-,,190,19,1,,,,,2,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),6th April,6th April,11:30am-7:30pm,Amateur poem implying that all protesting Modi are Congress and Muslims and they may get burned in the process,C5,S4,-,,87,4,20,,1,,,49,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),6th April,6th April,11:30am-7:30pm,"news article about casting Ramayan, captioned saying Deepika Padukone can't play sita as she supported the traitors at JNU",C1,S1,-,,94,,,,,,,35,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),6th April,6th April,11:30am-7:30pm,"""Jai shri ram""",C5,-,-,,2,,,,,,,3,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),6th April,6th April,11:30am-7:30pm,"man stacking loaves of bread intro truck appears to open one and put his hand inside, captioned as jihadi spreading coronavirus",C3,S2,-,,2,,,4,,,,2,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),6th April,6th April,11:30am-7:30pm,"video of two Muslim boys caught for having harassed Hindu girls, their hair being cut for punishment, caption praising it and saying ""jai hindutva""",C3,S1,A1,,13,5,,,,,,4,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),6th April,6th April,11:30am-7:30pm,"video of policemen shouting ""har har mahadev"" to a residential building on 5th apr, getting similar slogans and shankh sounds in response. Captioned as ""the awakening of santana dharm, stay united like this""",C3,S4,-,,65,33,,,1,,,2,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),6th April,6th April,11:30am-7:30pm,video of Muslim man saying that the biggest enemy of Muslims are those amongst them that don't support the govt and make the community look bad,C3,-,-,,8,,,,,,,1,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),6th April,6th April,11:30am-7:30pm,"video of (Muslim?) man abusing and threatening Modi, Ram and their followers, caption asking for him to be killed/beaten",C3,S1,A1 (both subject and caption),,,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),6th April,6th April,11:30am-7:30pm,"video of Muslim man making fun of those who drink/defend gaumutra incl BJP ministers, uses profanity but no violent incitement",C3,S1 (both subject and comments),-,,8,6,,,,,,70,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),6th April,6th April,11:30am-7:30pm,"video of (Muslim?) man abusing and threatening Modi, Ram and their followers, caption asking for him to be killed/beaten",C3,-,-,,,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),6th April,6th April,11:30am-7:30pm,Ajay Singh Bisht speech about those who disagree with India can return to Pakistan,C3,-,-,,3,1,,,,,,2,,,
Vishwa Hindu Parishad,6th April,,11:30am-7:30pm,NO NEW POSTS,,-,-,,,,,,,,,,,,
SurySagarji GuruDev,6th April,6th April,11:30am-7:30pm,"""We can see a bright future and congress can see the 2024 exit polls""",C5,-,-,,178,6,25,,1,,,25,,10,
SurySagarji GuruDev,6th April,6th April,11:30am-7:30pm,"""they can't bear talk of religion so much that they stopped my live video""",C5,-,-,,55,,,,,,,7,,4,
SurySagarji GuruDev,6th April,6th April,11:30am-7:30pm,"FB live: Mahavir jayanti, glorifying Hinduism, supports using force if religion, tradition, nation are threatened but no specifics",C3,S4,-,,580,116,,,1,,,301,,171,
SurySagarji GuruDev,6th April,6th April,11:30am-7:30pm,poster of Mahavir jayanti greetings,C4,-,-,,63,6,,,,,,23,,2,
SurySagarji GuruDev,6th April,6th April,11:30am-7:30pm,"glorifying hinduism, need for protecting it",C4,S4,-,,907,53,,,2,,,147,,104,
SurySagarji GuruDev,6th April,6th April,11:30am-7:30pm,edited picture of India during diya lighting on 5th april being covered by NASA,C4,S2,-,,217,,,,,,,31,,25,
SurySagarji GuruDev,6th April,6th April,11:30am-7:30pm,"FB live: showing the 9pm diya lighting, glorifying Modi and Hinduism as the only answer to covid19, criticizing the left antinationals",C3,S4,-,,370,52,,,,,,118,,55,
SurySagarji GuruDev,6th April,5th April,11:30am-7:30pm,"""After travelling the world corona entered India through hazrat nizamuddin auliya, Islam accepted and called it 'coronauddin'""",C5,"S1, S2",-,,441,8,125,,2,,,62,,56,
SurySagarji GuruDev,6th April,5th April,11:30am-7:30pm,"video of Muslim man made to do frog hops by UP police, caption islamophobic and praising the police",C3,S1,-,,52,7,14,,1,,,16,,11,
